kreatinin,hemoglobin,hematokrit yuzdesi,eritrosit sayisi,lokosit sayisi,trombosit sayisi,alanin - alt,aspartat - ast,ure,albumin,glikoz,sodyum,potasyum,klorur,oksijen doygunlugu - spo₂,Saglik_Durumu
1.21,21.32,47.99,5.67,14.98,330.41,93.13,57.64,0,2.63,0,143.52,5.12,107.27,97.25,4
1.26,9.59,53.48,6.43,16.44,183.84,58.87,59.86,14.6,2.73,0,149.14,4.87,108.65,99.79,3
1.12,13.1,49.34,6.67,11.8,400.76,0,49.39,16.52,3.24,111.73,143.26,7.7,116.03,97.04,11
0,15.63,43.64,7.38,21.23,381.44,90.09,54.12,11.86,3.03,96.55,141.6,4.37,112.81,95.67,5
0.76,15.82,0,7.8,12.31,338.7,105.94,23.0,20.67,2.95,84.4,122.53,4.07,0,96.65,10
1.09,14.75,42.95,6.37,13.9,220.64,95.39,38.45,13.01,3.3,86.32,123.08,4.28,116.72,98.02,10
1.19,15.92,48.91,7.79,6.31,265.7,0,121.55,19.43,3.8,0,151.83,5.11,105.94,96.46,7
1.14,16.05,50.47,6.47,8.33,286.88,149.7,139.62,0,3.58,105.38,147.32,5.25,105.0,97.15,7
1.51,20.59,38.55,7.54,11.65,0,61.37,65.47,18.75,2.98,103.8,145.3,5.58,115.27,95.43,4
0.79,21.91,50.94,7.96,10.09,205.71,108.76,55.33,24.77,3.79,79.34,145.41,5.18,0,99.52,4
2.78,16.04,51.27,8.1,15.12,172.21,145.44,0,23.69,2.67,79.05,139.16,4.02,106.46,98.87,2
1.09,13.41,43.73,8.47,20.35,377.74,30.95,0,23.34,2.89,75.25,139.7,0,106.02,97.47,5
0,0,49.29,5.54,14.2,421.23,78.4,56.99,15.15,3.57,156.28,139.35,4.99,117.21,97.28,8
1.14,14.73,43.77,7.99,16.44,191.39,78.27,24.85,20.73,3.29,108.24,139.37,7.76,100.05,0,11
1.02,17.89,0,7.11,15.07,174.44,20.2,18.28,26.58,2.73,0,139.24,4.01,101.69,97.12,8
1.22,17.98,51.12,0,15.17,277.86,178.15,126.51,16.02,2.7,90.37,143.7,3.69,100.39,95.67,7
1.72,17.81,54.67,7.78,12.3,315.78,76.04,51.66,8.29,0,159.8,0,5.03,114.39,96.06,8
0.81,15.65,43.56,6.53,8.7,396.2,0,57.08,10.84,3.41,87.72,122.48,4.06,100.14,97.37,10
0.53,16.47,45.42,7.34,9.32,198.29,57.0,55.14,0,3.77,101.02,0,0,112.02,98.62,11
1.27,0,46.11,5.6,15.66,196.56,83.65,50.17,16.82,2.6,94.89,0,0,106.98,96.82,11
1.1,17.9,51.69,7.04,19.45,243.36,98.98,48.93,0,0,112.41,144.42,5.52,114.22,96.49,5
1.28,10.3,38.88,7.53,7.14,409.12,44.46,28.54,26.54,0,110.95,138.27,4.7,116.54,98.36,3
0.82,12.27,45.13,8.46,13.9,276.05,40.08,20.04,11.22,2.61,113.26,126.03,5.76,103.65,0,10
3.13,17.43,44.03,7.84,13.75,348.39,0,92.38,7.39,3.37,92.36,140.25,4.12,116.57,97.6,2
1.34,17.96,44.69,7.5,15.36,0,68.57,49.9,14.47,3.86,83.56,0,4.48,100.18,98.61,10
0.88,0,52.31,6.85,21.61,371.74,29.66,0,7.74,2.93,102.45,138.09,4.42,106.62,95.01,5
1.6,13.64,41.96,5.79,39.18,422.29,89.24,0,26.93,3.67,85.03,150.57,4.66,109.15,99.07,6
1.28,16.55,41.93,8.14,19.87,283.63,66.36,62.13,7.67,3.66,116.51,143.29,5.2,108.49,96.52,5
0.94,15.8,40.98,0,13.16,385.99,156.5,151.79,19.86,2.83,114.73,138.12,5.2,107.11,97.94,7
0.78,14.87,48.12,0,31.97,254.51,75.53,18.75,25.46,3.36,104.77,138.59,5.43,117.17,97.34,6
3.52,17.33,42.3,6.09,0,231.78,154.78,86.36,19.89,2.96,112.81,152.92,3.57,102.63,97.86,2
1.46,13.44,46.22,7.0,7.91,269.04,52.77,16.33,17.11,2.77,0,143.17,3.66,102.68,99.72,8
1.77,9.85,0,7.03,13.92,275.33,74.12,30.4,23.18,2.64,116.43,152.04,5.04,105.83,97.88,3
1.35,21.74,39.88,5.67,13.93,281.97,77.31,30.0,23.26,3.35,91.7,141.65,4.53,114.3,96.5,4
1.62,22.77,40.83,0,11.59,378.41,41.02,0,21.66,3.81,104.56,140.75,5.0,116.46,95.24,4
0.41,15.98,38.12,6.98,8.26,374.15,207.8,124.37,26.47,3.33,76.88,145.36,0,104.03,99.65,7
0,15.65,43.46,7.28,12.4,258.89,94.74,38.02,7.91,3.8,83.95,148.63,4.46,109.06,96.43,1
1.35,15.59,37.91,6.06,6.55,216.85,46.21,41.81,21.57,3.94,141.69,151.31,5.54,100.34,0,8
1.04,0,43.22,0,10.46,233.59,99.26,18.53,11.08,3.93,0,152.55,4.08,105.5,98.97,3
1.41,15.7,39.93,6.15,0,412.2,74.46,0,12.22,0,140.36,143.36,4.5,117.89,99.86,8
3.53,13.54,0,6.6,16.03,409.69,131.75,94.1,17.59,3.98,95.87,147.46,4.34,113.11,97.89,2
1.21,16.82,0,5.6,10.26,167.8,39.54,17.56,16.76,3.04,159.76,143.6,3.76,0,96.97,8
1.36,0,0,5.7,7.07,0,96.6,52.04,8.08,3.74,0,142.83,6.44,112.89,98.78,11
0.86,15.32,0,7.34,12.55,186.48,13.05,0,0,3.51,117.04,148.87,5.43,115.88,97.91,1
1.13,14.71,51.86,7.27,7.76,352.19,39.41,20.09,14.61,2.94,169.79,140.74,4.14,111.53,97.39,8
0.61,14.28,49.58,7.5,15.67,303.59,147.7,0,22.88,3.98,118.44,0,4.1,107.16,95.38,7
2.92,16.5,49.52,7.76,0,379.61,158.45,114.83,22.68,0,0,145.41,3.59,117.47,99.07,2
0.99,17.39,41.82,7.83,62.21,0,17.07,65.53,24.83,3.93,99.75,140.44,4.12,116.6,97.12,6
1.74,17.97,38.95,5.85,8.09,383.04,86.61,22.72,0,3.22,0,139.91,5.47,100.71,99.89,8
0.59,0,42.31,7.74,7.34,306.51,50.06,35.95,21.01,3.2,167.85,142.37,5.25,103.62,99.26,8
2.62,15.77,48.85,0,6.33,172.83,129.37,111.53,14.96,0,113.61,153.53,4.02,107.41,97.32,2
0.82,16.74,42.24,6.12,9.22,224.74,50.31,28.74,15.67,2.91,157.77,151.96,3.88,102.86,98.25,8
1.68,12.37,37.91,8.44,13.44,0,104.18,43.19,8.17,1.6,0,0,4.02,106.79,99.81,9
1.15,13.03,0,7.94,7.96,170.08,49.58,49.45,9.73,2.78,106.23,139.16,3.56,115.69,98.24,1
0.53,10.18,0,6.66,10.33,0,51.05,24.03,14.38,3.3,81.81,141.74,4.91,110.48,99.86,3
0.4,13.82,0,5.83,0,176.69,100.31,62.46,0,3.17,87.55,143.15,0,107.62,96.8,1
1.08,14.73,45.73,7.1,56.95,217.27,51.92,56.47,23.81,3.68,0,142.4,3.56,105.64,97.49,6
0.88,16.94,41.86,6.58,11.01,0,54.9,40.63,10.68,3.76,166.98,139.64,0,101.86,97.34,8
2.51,0,45.75,7.55,6.11,0,148.86,100.93,25.12,2.97,87.0,0,5.57,0,96.06,2
1.6,15.44,38.16,7.79,15.91,211.47,37.69,34.73,15.51,3.51,103.09,150.76,4.93,103.39,99.53,1
0.92,20.48,37.45,0,8.46,193.02,100.84,0,25.16,3.12,105.12,152.07,4.71,109.42,0,4
1.43,12.16,54.83,7.72,15.04,0,69.17,23.81,13.78,0.98,100.13,145.8,0,109.64,99.38,9
3.32,14.89,41.35,7.94,12.68,351.07,158.34,98.55,0,3.98,109.56,0,4.86,117.66,96.95,2
0.79,0,38.72,7.98,8.75,241.51,83.87,51.66,12.08,3.33,109.39,150.03,5.07,116.21,95.37,1
0,13.44,49.15,0,7.99,224.07,18.74,29.57,22.32,0.92,0,147.81,4.17,115.51,97.34,9
1.11,12.39,40.96,7.14,7.17,408.1,48.64,45.38,0,3.05,113.51,144.45,3.93,108.87,98.24,1
0,15.93,0,5.98,7.44,383.66,59.14,16.46,17.65,1.03,81.65,147.66,5.22,114.55,0,9
1.69,0,0,7.4,22.0,0,88.28,58.37,11.94,3.52,114.49,0,5.48,111.44,97.05,5
1.03,12.28,39.9,5.93,49.71,222.75,0,64.19,10.38,3.05,84.15,143.84,4.52,104.84,98.25,6
1.31,16.0,53.44,8.47,15.7,302.67,88.43,54.56,20.09,2.68,112.14,147.5,7.14,105.82,97.56,11
3.46,17.36,51.7,7.13,6.58,352.71,156.45,88.77,12.97,3.3,110.13,145.68,3.84,100.66,98.51,2
2.93,13.3,37.23,7.9,9.18,0,140.49,113.41,16.12,3.28,90.71,145.49,5.79,105.49,98.22,2
1.53,12.26,54.91,6.88,0,304.67,86.9,0,8.0,1.3,81.65,149.95,3.91,117.03,99.09,9
1.04,10.47,41.58,6.16,12.11,227.66,105.47,56.37,11.86,2.86,98.08,142.36,4.91,100.86,96.03,3
1.21,12.97,43.09,8.09,9.06,183.17,158.52,124.33,15.08,3.23,76.36,148.24,5.36,101.37,97.72,7
1.37,17.07,48.92,5.53,15.59,165.98,22.68,24.94,8.41,1.21,104.76,139.49,3.5,0,98.61,9
0.93,16.08,49.4,6.93,44.89,362.23,34.29,35.71,15.4,3.14,102.71,146.37,3.8,101.01,97.94,6
0.86,16.98,41.51,5.8,16.85,0,93.83,40.05,8.14,0.75,103.32,138.91,4.04,0,99.08,9
0.82,22.97,0,0,0,204.59,106.11,59.25,9.3,2.69,96.55,153.23,3.54,0,98.05,4
0.79,22.96,38.03,7.06,0,403.86,0,17.32,15.74,3.37,106.38,142.28,3.86,117.15,99.18,4
3.65,12.38,45.3,7.44,12.08,387.03,129.25,89.84,0,3.8,118.46,150.19,5.35,113.72,99.94,2
1.78,12.38,50.63,6.9,33.27,167.0,57.62,34.23,21.7,0,107.77,142.09,4.04,101.18,95.75,6
0,0,42.46,0,12.48,245.54,43.88,18.78,23.52,3.72,82.25,140.92,4.72,102.91,98.64,4
1.03,10.71,43.95,6.41,15.34,174.95,12.26,47.15,26.21,2.99,98.61,150.86,5.59,108.75,95.55,3
0.53,12.46,49.73,6.8,0,202.33,192.33,160.12,12.96,3.86,96.83,139.65,4.4,108.67,0,7
2.92,15.7,46.77,7.99,9.26,411.86,151.29,109.15,22.98,2.61,104.59,144.41,5.44,100.74,98.65,2
1.09,17.21,40.71,6.61,14.2,192.24,184.31,0,21.52,3.45,78.26,147.57,0,0,96.72,7
0.58,14.48,47.99,6.06,8.96,378.33,205.42,160.57,18.62,3.87,114.67,139.42,4.71,111.94,99.78,7
0.71,0,47.23,6.08,41.6,300.17,49.1,0,20.45,2.88,90.88,140.43,3.72,106.07,98.86,6
1.61,15.32,37.3,6.55,8.54,360.27,162.07,112.37,20.22,3.94,87.96,142.52,4.34,113.98,95.37,7
0.56,15.49,40.22,7.26,8.06,190.17,44.8,47.55,16.35,3.61,90.45,145.49,4.05,102.89,98.99,1
1.15,15.39,48.34,7.7,14.66,0,69.73,27.01,11.0,3.2,109.77,0,6.79,111.07,95.28,11
1.53,14.16,51.88,5.69,0,295.54,50.26,32.71,11.37,3.13,111.76,146.7,5.39,0,95.21,5
0.99,21.75,0,8.45,6.66,223.36,16.89,39.51,7.79,3.65,114.15,138.39,4.0,114.46,0,4
0.91,15.15,54.97,5.89,10.42,373.26,42.06,27.3,22.16,2.89,164.54,145.7,4.25,102.51,95.33,8
0.82,15.83,47.56,8.31,18.36,411.05,0,45.74,16.67,3.37,116.22,148.92,4.24,0,97.21,5
0.59,22.93,52.55,7.61,7.0,216.73,74.13,20.86,19.8,2.88,86.3,0,0,117.84,97.96,4
1.71,15.79,0,8.39,16.0,255.1,74.5,0,0,3.7,87.67,151.49,5.11,100.5,97.18,1
1.72,9.46,52.93,8.06,16.47,264.23,95.58,34.11,20.5,3.76,107.63,147.25,4.96,116.44,96.0,3
1.55,0,40.65,5.85,53.38,242.25,61.77,18.72,11.39,3.76,90.1,144.17,4.52,117.11,97.9,6
0.5,20.71,47.67,7.43,16.56,361.84,37.86,52.14,0,2.66,111.27,143.87,4.17,107.44,97.78,4
1.06,16.63,45.33,6.74,15.64,186.61,38.5,60.75,21.53,2.98,160.57,140.51,5.14,105.65,95.18,8
1.14,16.4,45.02,5.55,28.13,358.22,75.81,57.57,26.79,3.84,84.45,153.68,4.06,105.52,99.33,6
0.94,15.86,46.51,7.31,11.62,246.69,16.44,62.82,19.44,3.39,0,148.33,4.78,116.7,95.32,8
1.03,16.74,49.85,7.04,14.96,406.96,87.09,65.75,21.53,0.9,91.2,152.92,3.87,117.91,95.65,9
1.6,10.31,41.65,5.76,8.39,260.29,0,42.4,8.53,3.01,109.84,153.57,3.94,112.04,96.88,3
1.23,17.82,41.65,7.5,16.79,375.79,156.23,0,26.67,3.78,101.01,149.14,5.32,113.84,96.53,7
0.94,13.46,37.22,5.62,15.98,361.76,17.57,18.45,19.94,3.51,119.3,151.76,5.55,114.87,98.51,1
1.65,17.47,39.74,8.19,6.35,292.4,74.92,29.49,11.09,0,0,146.01,4.02,0,98.61,8
0,22.77,40.36,7.43,12.07,164.5,69.17,26.96,7.62,3.85,88.73,0,4.17,100.1,97.67,4
0.96,16.83,51.12,7.4,8.04,162.06,191.3,157.87,14.09,3.56,79.77,147.24,4.7,100.78,96.1,7
0.78,12.82,51.1,0,10.11,386.5,165.53,150.71,18.2,3.02,103.97,146.52,4.64,110.67,0,7
1.76,12.08,53.13,7.36,14.28,305.53,25.3,59.19,0,4.0,83.78,140.73,5.61,116.59,96.18,1
1.54,15.97,44.12,6.8,7.04,164.03,30.13,21.36,8.11,2.91,81.93,141.49,0,111.42,0,1
0,0,39.83,7.02,8.06,374.54,59.15,47.26,0,3.77,82.96,151.74,4.99,107.98,98.8,1
0.86,14.79,41.37,7.82,0,307.94,80.67,20.85,11.6,2.64,86.01,120.28,0,105.2,98.52,10
0.61,22.95,0,6.07,14.51,411.21,77.12,47.67,15.29,3.33,105.18,151.31,5.72,112.52,99.54,4
0.89,14.31,44.88,7.2,12.65,252.35,73.65,55.54,17.85,3.76,0,0,0,112.84,97.61,10
3.14,13.29,52.72,8.23,10.75,403.15,132.6,104.58,25.11,2.93,85.99,143.08,4.54,109.49,99.64,2
0.51,16.72,39.62,0,0,0,57.15,56.36,7.76,3.17,143.82,139.05,5.15,111.61,99.24,8
1.19,20.93,41.37,8.22,13.26,403.99,25.67,42.25,21.94,2.93,86.41,147.85,5.54,0,96.33,4
1.66,22.52,47.7,6.72,0,418.42,70.93,28.68,18.48,3.45,100.45,152.85,4.56,110.61,95.91,4
0.7,17.24,51.26,7.26,19.81,234.8,100.54,20.67,11.89,3.32,83.21,138.03,4.31,110.58,99.35,5
0.95,15.42,50.32,6.78,11.61,343.64,65.52,63.75,18.12,2.84,103.88,153.44,6.31,113.03,97.46,11
1.04,13.62,42.57,0,21.9,228.23,0,32.38,0,3.4,111.33,149.12,4.36,109.94,98.8,5
1.75,13.75,43.95,5.68,12.46,302.32,44.66,24.88,21.41,0,83.45,142.5,5.78,113.94,99.64,1
0.47,12.39,51.04,8.11,15.89,393.13,96.27,58.46,9.49,0.96,85.88,149.45,4.73,108.49,97.09,9
3.16,16.6,45.08,6.69,14.53,0,151.24,107.16,8.8,3.95,98.12,145.62,4.75,108.7,95.62,2
0.51,20.08,0,8.44,12.74,424.22,22.12,21.48,9.36,3.25,81.89,153.58,4.31,105.18,99.64,4
1.08,14.47,37.06,7.83,6.83,326.9,0,21.94,8.51,3.14,0,150.4,3.58,117.31,0,1
0.46,17.14,40.66,8.04,0,398.73,0,62.29,7.07,2.97,95.7,121.08,4.61,101.65,99.53,10
1.06,9.91,47.66,5.87,15.47,277.02,36.8,57.55,19.98,3.09,107.97,144.04,5.6,104.9,98.45,3
1.65,22.87,52.44,8.24,11.88,273.95,54.34,43.95,16.07,0,102.22,148.36,4.16,102.07,96.89,4
1.27,13.5,47.12,7.93,18.04,389.19,51.83,60.78,22.09,2.67,87.23,142.74,5.22,112.7,97.71,5
0.62,12.14,52.46,0,66.89,173.09,0,50.29,23.69,0,0,143.92,4.49,113.73,95.79,6
1.31,15.01,0,6.57,37.81,176.83,48.81,48.78,16.73,3.18,97.41,150.39,5.08,102.83,97.76,6
1.23,17.18,0,0,9.66,259.18,54.62,47.19,8.13,2.82,148.84,147.14,0,108.56,99.21,8
1.27,16.43,52.67,7.38,18.46,389.2,84.98,50.8,17.19,3.82,77.78,0,5.72,109.28,96.59,5
0.41,0,37.32,5.96,6.23,299.78,53.86,19.09,9.61,2.76,152.12,141.31,4.35,0,99.02,8
0.45,0,0,8.08,12.01,222.08,48.48,25.4,10.25,0,117.97,138.31,5.32,115.46,98.12,3
0,12.43,40.44,6.79,8.51,200.19,0,36.69,23.06,0,108.68,122.56,4.81,102.18,99.93,10
3.08,14.98,45.53,8.2,13.95,240.9,139.72,87.31,21.98,3.47,94.86,153.27,4.4,0,97.87,2
1.76,9.39,52.05,5.86,7.15,331.25,25.4,58.26,16.75,3.92,82.96,141.74,4.48,106.02,97.86,3
0.49,10.91,46.7,7.05,8.66,175.1,89.89,44.24,11.82,3.83,0,143.93,5.71,103.46,97.35,3
0.59,17.53,53.06,7.72,0,269.03,84.61,22.47,12.76,3.91,100.97,138.59,7.6,108.58,99.21,11
3.0,15.53,39.44,6.53,10.33,0,157.45,0,10.12,2.82,100.06,142.58,4.12,102.46,99.47,2
0.42,17.79,39.56,0,6.97,187.25,75.74,49.17,11.68,3.45,116.52,125.87,4.81,117.11,95.97,10
0,13.81,43.52,7.1,11.0,286.72,129.44,104.73,26.55,3.04,102.77,139.5,4.88,113.45,95.53,2
0,12.67,0,8.34,21.15,0,64.46,0,19.36,2.75,80.94,138.79,4.53,109.22,0,5
2.56,14.3,38.37,6.4,9.86,334.4,129.9,103.19,0,0,109.2,138.11,5.01,107.61,99.86,2
1.71,14.65,42.06,6.32,16.37,259.15,61.24,59.92,15.32,3.84,108.43,149.58,5.09,116.1,0,1
0.98,20.33,39.58,7.62,7.12,0,92.5,16.13,14.83,2.67,96.15,145.45,5.66,115.93,95.27,4
0.91,15.11,51.99,0,51.2,214.86,23.25,0,8.85,0,0,139.71,5.7,117.11,99.13,6
1.49,15.9,42.28,8.1,39.05,335.23,41.99,31.74,15.98,2.9,92.59,151.13,5.16,106.63,97.21,6
0.63,21.68,40.86,7.89,15.42,175.19,0,16.48,20.99,2.7,80.71,148.67,5.42,0,95.09,4
1.27,14.26,42.08,7.82,11.73,0,14.57,39.83,20.87,3.23,99.16,142.82,4.83,115.96,0,1
1.11,21.76,38.64,7.39,9.38,394.87,0,50.9,19.29,3.77,95.48,138.9,4.82,107.38,98.25,4
2.95,14.93,54.18,8.44,13.4,372.9,150.95,89.47,16.71,2.68,112.55,153.51,4.29,100.33,98.89,2
1.57,16.38,42.04,7.96,10.83,216.82,14.26,58.2,9.03,3.73,160.38,146.12,4.7,105.33,99.34,8
2.54,0,41.15,0,14.95,0,144.59,107.31,0,2.73,84.07,139.13,5.29,108.78,95.17,2
3.14,14.25,44.53,6.7,15.85,339.3,142.47,99.36,25.8,3.12,119.82,150.53,5.79,100.87,98.72,2
1.19,15.59,42.18,5.98,7.55,0,42.81,48.79,22.06,3.94,165.69,150.36,5.47,106.31,97.37,8
0.43,13.72,49.8,6.45,15.71,200.7,85.2,63.69,11.72,1.26,96.16,149.85,4.54,0,98.85,9
1.05,17.36,43.72,6.61,7.52,228.03,0,30.45,8.31,0.71,88.85,147.17,0,100.82,98.7,9
1.09,16.23,48.7,6.28,8.59,164.95,72.18,35.83,24.76,2.61,93.85,147.81,4.77,111.99,99.79,1
0.74,12.91,41.06,7.08,16.89,188.31,13.4,63.22,18.17,0.97,79.65,142.17,4.98,115.68,97.15,9
0.68,12.61,0,0,9.92,262.63,82.45,29.98,22.4,3.49,80.42,142.63,0,114.73,95.21,1
0.78,15.24,39.99,0,21.39,260.85,72.04,62.14,13.22,3.57,108.35,0,4.38,103.8,98.34,5
0.77,13.62,0,6.64,0,232.14,56.25,0,10.2,3.47,107.11,145.56,0,106.59,97.76,6
0.86,14.37,47.18,7.7,21.19,0,80.23,53.1,7.18,3.8,119.8,150.15,4.36,102.98,97.67,5
0.59,15.65,46.57,6.85,31.3,405.31,31.32,32.17,12.32,3.65,119.92,148.79,5.07,0,95.9,6
1.04,14.74,48.7,8.12,12.4,244.88,38.11,33.82,0,2.85,140.51,0,5.09,117.05,96.59,8
0.49,16.21,43.37,7.23,13.47,232.64,93.5,39.18,20.54,3.02,105.55,142.01,6.59,103.24,96.72,11
1.77,13.59,49.24,7.94,15.39,373.17,65.84,63.58,20.46,2.87,77.38,149.45,4.38,111.47,97.32,1
1.24,14.43,46.93,0,6.35,185.71,20.57,50.01,0,1.25,93.47,146.4,4.53,108.06,96.15,9
1.04,14.05,48.15,6.54,9.76,422.0,22.2,53.44,15.34,3.86,95.34,139.2,5.23,103.42,96.42,1
1.28,9.02,38.41,7.7,14.51,310.04,92.59,49.42,15.41,2.94,80.96,0,5.28,105.63,96.49,3
0.98,12.51,54.34,6.67,12.96,374.39,104.77,0,11.83,2.83,76.16,140.57,7.07,102.61,95.87,11
0,13.16,38.45,6.25,10.24,212.26,71.98,59.11,18.75,3.8,149.29,0,4.17,115.43,99.53,8
1.5,13.1,42.38,7.2,6.63,251.92,53.92,33.59,11.31,3.73,156.35,145.23,4.16,107.0,98.71,8
0.89,17.95,38.64,0,6.42,162.16,41.88,21.48,15.06,3.45,144.86,152.31,4.89,114.77,99.9,8
0.45,19.2,43.05,6.1,11.26,306.87,20.22,41.25,12.09,3.77,79.5,138.11,4.97,108.65,95.53,4
1.0,16.76,39.59,8.45,8.42,199.61,19.71,33.76,25.85,3.54,100.12,148.61,0,104.53,97.82,11
0.56,14.85,52.02,7.27,7.87,267.71,198.77,155.82,0,3.53,0,138.65,4.2,105.54,98.69,7
0.76,13.51,51.6,6.15,12.62,335.63,99.2,57.52,22.96,2.97,168.18,149.58,4.25,101.05,97.18,8
0.42,12.9,0,6.44,0,411.82,43.51,24.81,19.91,2.93,83.63,145.95,6.44,108.64,98.33,11
0,19.92,44.8,8.1,16.96,258.66,75.28,45.97,11.44,3.85,96.32,0,5.19,103.03,97.83,4
1.2,16.69,45.37,0,14.53,213.13,88.19,20.8,18.52,2.82,111.21,0,4.51,110.0,95.03,10
0.65,17.93,52.37,8.4,8.21,257.94,73.97,31.03,26.48,3.82,100.15,125.46,4.07,100.8,96.39,10
0.61,9.92,40.27,5.5,6.78,378.78,102.22,18.5,24.09,3.72,110.08,148.93,3.65,0,95.92,3
1.41,9.3,42.35,6.26,16.79,198.58,0,43.41,24.45,2.6,108.54,142.75,5.14,117.25,96.54,3
0.79,15.61,45.21,6.35,7.58,214.29,23.12,43.1,23.95,3.7,169.01,153.28,4.37,110.32,99.27,8
0.75,9.34,46.53,0,16.98,240.34,83.76,65.54,7.53,3.73,103.37,138.16,4.24,113.99,96.52,3
0.52,13.73,49.57,7.69,14.3,396.88,107.43,63.89,18.26,3.81,145.0,144.86,4.98,105.97,98.3,8
0.95,10.09,41.59,8.33,15.61,366.39,38.5,25.98,14.69,3.48,97.74,142.74,4.76,103.24,97.64,3
1.78,9.03,47.98,7.0,11.56,224.25,73.1,63.88,14.28,3.22,105.35,152.22,5.77,113.15,97.24,3
1.03,17.47,52.83,0,11.98,412.97,170.43,136.94,23.72,2.8,98.92,151.87,4.79,105.69,96.54,7
1.79,21.48,39.95,0,10.11,0,96.82,17.68,26.03,2.77,105.67,143.0,3.68,111.81,0,4
1.42,12.77,49.31,5.69,14.0,306.59,193.64,129.08,24.75,3.49,0,138.2,0,104.74,96.28,7
1.51,14.68,43.75,7.34,15.3,391.07,0,47.93,18.14,3.59,104.86,123.65,3.89,115.87,0,10
1.28,0,44.69,7.73,16.91,248.03,54.38,45.67,16.17,3.38,112.49,149.68,7.79,113.83,95.13,11
1.42,14.44,49.11,6.14,62.21,326.12,78.55,63.17,8.08,2.71,99.29,142.13,4.85,111.41,97.98,6
0.7,21.67,51.25,5.54,12.37,337.94,61.5,62.77,19.71,3.61,106.21,141.1,3.92,0,98.3,4
1.69,17.57,43.56,6.73,7.54,366.72,32.01,39.81,25.02,2.86,0,147.74,4.31,107.03,99.31,1
1.03,10.08,44.51,7.83,0,362.27,19.43,35.77,10.53,2.69,108.23,153.42,4.38,100.16,98.19,3
1.22,13.12,46.74,6.24,0,201.18,22.7,0,22.17,3.6,0,146.34,7.05,117.41,99.49,11
0.86,14.21,39.87,7.41,19.64,368.84,35.05,50.37,8.88,2.72,107.03,148.29,5.23,116.76,96.28,5
1.3,9.56,44.3,6.46,16.2,297.41,40.24,32.42,15.8,0,89.36,0,4.87,101.43,97.23,3
0.55,12.1,46.02,7.24,7.49,362.37,97.54,55.82,10.27,1.05,97.51,143.42,4.33,108.95,0,9
0.96,19.81,0,6.73,0,404.68,87.25,23.28,11.43,3.85,117.83,146.4,5.29,0,0,4
1.31,9.84,43.14,6.91,9.97,187.07,0,22.47,24.92,3.01,84.25,151.62,4.47,105.59,95.15,3
1.5,16.0,37.26,8.31,9.53,197.06,79.1,27.02,14.52,2.65,80.19,145.91,4.34,113.93,96.29,1
0.44,0,42.88,6.23,0,174.83,103.83,65.0,16.39,0.76,103.98,0,4.49,109.07,99.13,9
1.67,12.42,53.37,0,19.49,0,0,65.12,21.03,3.64,0,149.14,5.37,103.66,96.19,5
2.73,17.34,42.34,7.65,8.81,357.23,147.83,93.21,0,2.63,0,150.49,3.96,100.17,98.8,2
1.24,0,54.01,7.92,13.1,347.87,44.38,29.97,26.53,0.91,101.49,151.82,4.33,109.27,98.66,9
1.27,0,53.0,5.82,13.8,279.04,62.77,30.76,24.76,3.31,117.27,0,3.88,0,99.28,4
0,16.71,44.97,7.91,7.25,406.22,12.94,41.62,14.06,0.83,87.21,142.45,4.15,105.35,0,9
2.47,13.14,43.42,7.23,14.88,309.42,143.95,95.39,12.41,2.99,0,0,5.44,114.97,99.8,2
1.45,16.59,42.9,7.32,13.19,232.5,0,0,16.21,3.81,96.39,0,5.0,105.07,98.88,10
2.61,0,49.61,7.88,15.05,241.47,0,89.77,7.47,3.68,113.56,149.61,0,0,0,2
3.54,13.15,46.53,7.83,9.43,218.33,141.8,104.07,11.65,2.67,82.53,145.9,3.81,117.95,95.25,2
0,0,38.76,8.43,14.77,162.3,88.52,35.47,12.38,3.94,107.18,139.23,4.79,0,95.21,1
0,0,0,7.38,45.45,308.75,35.43,0,0,3.52,94.13,142.45,5.65,0,0,6
1.51,12.42,0,8.43,0,0,30.5,35.79,22.23,3.96,165.15,0,4.89,110.09,95.57,8
1.71,16.26,51.97,5.67,14.63,284.15,30.59,48.16,20.23,2.68,87.34,126.49,3.9,113.27,98.27,10
1.42,17.64,47.29,8.01,7.42,259.16,75.29,39.28,26.83,3.91,91.07,138.72,7.59,100.1,99.27,11
0.73,13.75,38.1,6.83,9.63,371.14,143.26,108.63,11.75,3.33,81.24,153.87,5.57,116.38,0,7
0.42,14.71,42.78,5.9,54.8,356.5,71.53,26.72,14.99,3.74,100.85,151.88,5.0,0,0,6
1.29,12.37,52.88,7.43,14.35,310.66,88.48,27.54,26.21,1.15,105.9,140.05,5.73,102.48,96.32,9
0.48,16.29,42.37,6.49,13.47,228.56,93.75,0,7.63,3.6,75.85,121.98,5.35,101.08,99.23,10
0.77,13.66,0,7.88,54.16,399.04,44.66,27.08,19.1,2.62,99.25,0,4.44,0,96.06,6
1.35,12.74,53.68,5.73,9.87,292.72,60.75,31.21,24.56,3.84,119.31,0,4.28,106.52,95.15,10
1.54,9.83,0,8.05,9.42,218.74,82.48,42.25,19.43,2.76,118.74,148.18,3.87,112.93,0,3
0,14.12,39.69,7.68,12.98,350.4,53.59,57.91,9.49,2.68,96.28,146.68,5.23,109.13,98.26,1
